"","accession","omimid"
"3523","HMDB0008296",601665
"3524","HMDB0008298",601665
"3525","HMDB0008299",601665
"3526","HMDB0008303",601665
"3527","HMDB0008304",601665
"3528","HMDB0008305",601665
"3529","HMDB0008306",601665
"3530","HMDB0008308",601665
"3531","HMDB0008309",601665
"3532","HMDB0008310",601665
"3533","HMDB0008311",601665
"3534","HMDB0008312",601665
"3535","HMDB0008313",601665
"3536","HMDB0008314",601665
"3537","HMDB0008315",601665
"3538","HMDB0008316",601665
"3539","HMDB0008318",601665
"3540","HMDB0008324",601665
"3541","HMDB0008328",601665
"3542","HMDB0008329",601665
"3543","HMDB0008331",601665
"3544","HMDB0008332",601665
"3545","HMDB0008334",601665
"3546","HMDB0008335",601665
"3547","HMDB0008336",601665
"3548","HMDB0008337",601665
"3549","HMDB0008338",601665
"3550","HMDB0008339",601665
"3551","HMDB0008340",601665
"3552","HMDB0008341",601665
"3553","HMDB0008342",601665
"3554","HMDB0008343",601665
"3555","HMDB0008344",601665
"3556","HMDB0008345",601665
"3557","HMDB0008346",601665
"3558","HMDB0008348",601665
"3559","HMDB0008350",601665
"3560","HMDB0008357",601665
"3561","HMDB0008359",601665
"3562","HMDB0008360",601665
"3563","HMDB0008361",601665
"3564","HMDB0008362",601665
"3565","HMDB0008364",601665
"3566","HMDB0008365",601665
"3567","HMDB0008366",601665
"3568","HMDB0008367",601665
"3569","HMDB0008368",601665
"3570","HMDB0008369",601665
"3571","HMDB0008370",601665
"3572","HMDB0008371",601665
"3573","HMDB0008373",601665
"3574","HMDB0008374",601665
"3575","HMDB0008375",601665
"3576","HMDB0008376",601665
"3577","HMDB0008377",601665
"3578","HMDB0008382",601665
"3579","HMDB0008383",601665
"3580","HMDB0008390",601665
"3581","HMDB0008391",601665
"3582","HMDB0008392",601665
"3583","HMDB0008393",601665
"3584","HMDB0008394",601665
"3585","HMDB0008395",601665
"3586","HMDB0008397",601665
"3587","HMDB0008398",601665
"3588","HMDB0008399",601665
"3589","HMDB0008400",601665
"3590","HMDB0008401",601665
"3591","HMDB0008402",601665
"3592","HMDB0008403",601665
"3593","HMDB0008404",601665
"3594","HMDB0008406",601665
"3595","HMDB0008407",601665
"3596","HMDB0008408",601665
"3597","HMDB0008409",601665
"3598","HMDB0008414",601665
"3599","HMDB0008415",601665
"3600","HMDB0008422",601665
"3601","HMDB0008423",601665
"3602","HMDB0008424",601665
"3603","HMDB0008425",601665
"3604","HMDB0008426",601665
"3605","HMDB0008429",601665
"3606","HMDB0008430",601665
"3607","HMDB0008431",601665
"3608","HMDB0008432",601665
"3609","HMDB0008433",601665
"3610","HMDB0008434",601665
"3611","HMDB0008438",601665
"3612","HMDB0008439",601665
"3613","HMDB0008440",601665
"3614","HMDB0008446",601665
"3615","HMDB0008447",601665
"3616","HMDB0008455",601665
"3617","HMDB0008456",601665
"3618","HMDB0008457",601665
"3619","HMDB0008458",601665
"3620","HMDB0008459",601665
"3621","HMDB0008462",601665
"3622","HMDB0008463",601665
"3623","HMDB0008464",601665
"3624","HMDB0008465",601665
"3625","HMDB0008466",601665
"3626","HMDB0008467",601665
"3627","HMDB0008471",601665
"3628","HMDB0008472",601665
"3629","HMDB0008473",601665
"3630","HMDB0008479",601665
"3631","HMDB0008480",601665
"3632","HMDB0008488",601665
"3633","HMDB0008489",601665
"3634","HMDB0008490",601665
"3635","HMDB0008491",601665
"3636","HMDB0008495",601665
"3637","HMDB0008496",601665
"3638","HMDB0008497",601665
"3639","HMDB0008498",601665
"3640","HMDB0008499",601665
"3641","HMDB0008504",601665
"3642","HMDB0008505",601665
"3643","HMDB0008512",601665
"3644","HMDB0008521",601665
"3645","HMDB0008522",601665
"3646","HMDB0008523",601665
"3647","HMDB0008524",601665
"3648","HMDB0008525",601665
"3649","HMDB0008526",601665
"3650","HMDB0008528",601665
"3651","HMDB0008533",601665
"3652","HMDB0008534",601665
"3653","HMDB0008535",601665
"3654","HMDB0008536",601665
"3655","HMDB0008537",601665
"3656","HMDB0008538",601665
"3657","HMDB0008539",601665
"3658","HMDB0008542",601665
"3659","HMDB0008543",601665
"3660","HMDB0008544",601665
"3661","HMDB0008554",601665
"3662","HMDB0008558",601665
"3663","HMDB0008559",601665
"3664","HMDB0008564",601665
"3665","HMDB0008565",601665
"3666","HMDB0008566",601665
"3667","HMDB0008567",601665
"3668","HMDB0008568",601665
"3669","HMDB0008569",601665
"3670","HMDB0008570",601665
"3671","HMDB0008572",601665
"3672","HMDB0008573",601665
"3673","HMDB0008574",601665
"3674","HMDB0008575",601665
"3675","HMDB0008588",601665
"3676","HMDB0008589",601665
"3677","HMDB0008590",601665
"3678","HMDB0008591",266600
"3679","HMDB0008591",601665
"3680","HMDB0008594",601665
"3681","HMDB0008595",601665
"3682","HMDB0008596",601665
"3683","HMDB0008597",601665
"3684","HMDB0008598",601665
"3685","HMDB0008599",601665
"3686","HMDB0008600",601665
"3687","HMDB0008601",601665
"3688","HMDB0008602",601665
"3689","HMDB0008604",601665
"3690","HMDB0008605",601665
"3691","HMDB0008606",601665
"3692","HMDB0008620",601665
"3693","HMDB0008621",601665
"3694","HMDB0008622",601665
"3695","HMDB0008623",601665
"3696","HMDB0008624",601665
"3697","HMDB0008626",601665
"3698","HMDB0008627",601665
"3699","HMDB0008628",601665
"3700","HMDB0008629",601665
"3701","HMDB0008630",601665
"3702","HMDB0008631",601665
"3703","HMDB0008635",601665
"3704","HMDB0008636",601665
"3705","HMDB0008652",601665
"3706","HMDB0008653",601665
"3707","HMDB0008654",601665
"3708","HMDB0008655",601665
"3709","HMDB0008656",601665
"3710","HMDB0008657",601665
"3711","HMDB0008659",601665
"3712","HMDB0008660",601665
"3713","HMDB0008661",601665
"3714","HMDB0008662",601665
"3715","HMDB0008663",601665
"3716","HMDB0008668",601665
"3717","HMDB0008685",601665
"3718","HMDB0008686",601665
"3719","HMDB0008687",601665
"3720","HMDB0008688",601665
"3721","HMDB0008689",601665
"3722","HMDB0008690",601665
"3723","HMDB0008692",601665
"3724","HMDB0008693",601665
"3725","HMDB0008694",601665
"3726","HMDB0008695",601665
"3727","HMDB0008696",601665
"3728","HMDB0008701",601665
"3729","HMDB0008718",601665
"3730","HMDB0008719",601665
"3731","HMDB0008720",601665
"3732","HMDB0008721",601665
"3733","HMDB0008722",601665
"3734","HMDB0008725",601665
"3735","HMDB0008727",601665
"3736","HMDB0008751",601665
"3737","HMDB0008752",601665
"3738","HMDB0008755",601665
"3739","HMDB0008760",601665
"3740","HMDB0008761",601665
"3741","HMDB0008762",601665
"3742","HMDB0008763",601665
"3743","HMDB0008766",601665
"3744","HMDB0008785",601665
"3745","HMDB0008786",601665
"3746","HMDB0008787",601665
"3747","HMDB0008792",601665
"3748","HMDB0008793",601665
"3749","HMDB0008794",601665
"3750","HMDB0008795",601665
"3751","HMDB0008797",601665
"3752","HMDB0008798",601665
"3753","HMDB0008799",601665
"3754","HMDB0008818",601665
"3755","HMDB0008819",601665
"3756","HMDB0008820",601665
"3757","HMDB0009901",167000
"3758","HMDB0010169",601665
"3759","HMDB0010169",610247
"3760","HMDB0010199",600807
"3761","HMDB0010223",114500
"3762","HMDB0010316",141900
"3763","HMDB0010325",114500
"3764","HMDB0010325",125853
"3765","HMDB0010340",266600
"3766","HMDB0010345",103900
"3767","HMDB0010345",145500
"3768","HMDB0010375",202010
"3769","HMDB0010378",114500
"3770","HMDB0010378",243500
"3771","HMDB0010379",167000
"3772","HMDB0010382",181500
"3773","HMDB0010382",114550
"3774","HMDB0010382",610247
"3775","HMDB0010383",610247
"3776","HMDB0010384",181500
"3777","HMDB0010384",114550
"3778","HMDB0010384",601665
"3779","HMDB0010384",610247
"3780","HMDB0010385",181500
"3781","HMDB0010385",601665
"3782","HMDB0010386",181500
"3783","HMDB0010386",601665
"3784","HMDB0010386",610247
"3785","HMDB0010395",601665
"3786","HMDB0010395",610247
"3787","HMDB0010396",601665
"3788","HMDB0010408",601665
"3789","HMDB0010738",600807
"3790","HMDB0010738",114500
"3791","HMDB0011103",600807
"3792","HMDB0011103",114500
"3793","HMDB0011107",114500
"3794","HMDB0011130",114500
"3795","HMDB0011131",114500
"3796","HMDB0011134",600807
"3797","HMDB0011134",180300
"3798","HMDB0011134",607154
"3799","HMDB0011144",266600
"3800","HMDB0011151",601665
"3801","HMDB0011151",610247
"3802","HMDB0011152",114500
"3803","HMDB0011154",266600
"3804","HMDB0011170",114500
"3805","HMDB0011171",114500
"3806","HMDB0011174",600807
"3807","HMDB0011178",114500
"3808","HMDB0011179",114500
"3809","HMDB0011201",601665
"3810","HMDB0011202",601665
"3811","HMDB0011203",601665
"3812","HMDB0011206",601665
"3813","HMDB0011207",601665
"3814","HMDB0011209",601665
"3815","HMDB0011210",601665
"3816","HMDB0011211",601665
"3817","HMDB0011212",601665
"3818","HMDB0011213",601665
"3819","HMDB0011214",601665
"3820","HMDB0011215",601665
"3821","HMDB0011216",601665
"3822","HMDB0011217",601665
"3823","HMDB0011218",601665
"3824","HMDB0011219",601665
"3825","HMDB0011221",601665
"3826","HMDB0011223",601665
"3827","HMDB0011226",601665
"3828","HMDB0011227",601665
"3829","HMDB0011229",601665
"3830","HMDB0011232",601665
"3831","HMDB0011234",601665
"3832","HMDB0011235",601665
"3833","HMDB0011236",601665
"3834","HMDB0011237",601665
"3835","HMDB0011240",601665
"3836","HMDB0011241",601665
"3837","HMDB0011242",601665
"3838","HMDB0011243",601665
"3839","HMDB0011244",601665
"3840","HMDB0011245",601665
"3841","HMDB0011246",601665
"3842","HMDB0011247",601665
"3843","HMDB0011248",601665
"3844","HMDB0011251",601665
"3845","HMDB0011252",601665
"3846","HMDB0011253",601665
"3847","HMDB0011254",601665
"3848","HMDB0011255",601665
"3849","HMDB0011258",601665
"3850","HMDB0011259",601665
"3851","HMDB0011260",601665
"3852","HMDB0011261",601665
"3853","HMDB0011262",601665
"3854","HMDB0011263",601665
"3855","HMDB0011264",601665
"3856","HMDB0011267",601665
"3857","HMDB0011268",601665
"3858","HMDB0011269",601665
"3859","HMDB0011270",601665
"3860","HMDB0011272",601665
"3861","HMDB0011273",601665
"3862","HMDB0011274",601665
"3863","HMDB0011275",601665
"3864","HMDB0011276",601665
"3865","HMDB0011277",601665
"3866","HMDB0011278",601665
"3867","HMDB0011279",601665
"3868","HMDB0011280",601665
"3869","HMDB0011283",601665
"3870","HMDB0011284",601665
"3871","HMDB0011285",601665
"3872","HMDB0011286",601665
"3873","HMDB0011287",601665
"3874","HMDB0011288",601665
"3875","HMDB0011290",601665
"3876","HMDB0011291",601665
"3877","HMDB0011292",601665
"3878","HMDB0011293",601665
"3879","HMDB0011294",601665
"3880","HMDB0011296",601665
"3881","HMDB0011297",601665
"3882","HMDB0011298",601665
"3883","HMDB0011299",601665
"3884","HMDB0011300",601665
"3885","HMDB0011301",601665
"3886","HMDB0011302",601665
"3887","HMDB0011303",601665
"3888","HMDB0011305",601665
"3889","HMDB0011306",601665
"3890","HMDB0011307",601665
"3891","HMDB0011308",601665
"3892","HMDB0011309",601665
"3893","HMDB0011310",601665
"3894","HMDB0011311",601665
"3895","HMDB0011312",601665
"3896","HMDB0011313",601665
"3897","HMDB0011316",601665
"3898","HMDB0011317",601665
"3899","HMDB0011318",601665
"3900","HMDB0011319",601665
"3901","HMDB0011320",601665
"3902","HMDB0011321",601665
"3903","HMDB0011323",601665
"3904","HMDB0011324",601665
"3905","HMDB0011325",601665
"3906","HMDB0011326",601665
"3907","HMDB0011327",601665
"3908","HMDB0011329",601665
"3909","HMDB0011330",601665
"3910","HMDB0011331",601665
"3911","HMDB0011332",601665
"3912","HMDB0011333",601665
"3913","HMDB0011334",601665
"3914","HMDB0011469",266600
"3915","HMDB0011503",114500
"3916","HMDB0011506",114500
"3917","HMDB0011507",114500
"3918","HMDB0011511",114550
"3919","HMDB0011526",167000
"3920","HMDB0011530",114500
"3921","HMDB0011531",114500
"3922","HMDB0011532",114500
"3923","HMDB0011533",114500
"3924","HMDB0011534",114500
"3925","HMDB0011535",114500
"3926","HMDB0011536",114500
"3927","HMDB0011537",114500
"3928","HMDB0011538",114500
"3929","HMDB0011539",114500
"3930","HMDB0011540",114500
"3931","HMDB0011541",114500
"3932","HMDB0011542",114500
"3933","HMDB0011543",114500
"3934","HMDB0011544",114500
"3935","HMDB0011546",114500
"3936","HMDB0011547",114500
"3937","HMDB0011549",114500
"3938","HMDB0011550",114500
"3939","HMDB0011551",114500
"3940","HMDB0011552",114500
"3941","HMDB0011553",114500
"3942","HMDB0011554",114500
"3943","HMDB0011555",114500
"3944","HMDB0011556",114500
"3945","HMDB0011557",114500
"3946","HMDB0011558",114500
"3947","HMDB0011559",114500
"3948","HMDB0011561",114500
"3949","HMDB0011562",114500
"3950","HMDB0011563",114500
"3951","HMDB0011564",114500
"3952","HMDB0011565",114500
"3953","HMDB0011566",114500
"3954","HMDB0011567",114500
"3955","HMDB0011568",114500
"3956","HMDB0011569",114500
"3957","HMDB0011570",114500
"3958","HMDB0011571",114500
"3959","HMDB0011572",114500
"3960","HMDB0011573",114500
"3961","HMDB0011574",114500
"3962","HMDB0011576",114500
"3963","HMDB0011577",114500
"3964","HMDB0011578",114500
"3965","HMDB0011579",114500
"3966","HMDB0011580",114500
"3967","HMDB0011581",114500
"3968","HMDB0011582",114500
"3969","HMDB0011583",114500
"3970","HMDB0011584",114500
"3971","HMDB0011585",114500
"3972","HMDB0011586",114500
"3973","HMDB0011587",114500
"3974","HMDB0011588",114500
"3975","HMDB0011589",114500
"3976","HMDB0011599",102700
"3977","HMDB0011600",271900
"3978","HMDB0011616",114500
"3979","HMDB0011623",212750
"3980","HMDB0011635",114500
"3981","HMDB0011635",266600
"3982","HMDB0011635",610247
"3983","HMDB0011638",212750
"3984","HMDB0011697",601665
"3985","HMDB0011697",610247
"3986","HMDB0011698",601665
"3987","HMDB0011698",610247
"3988","HMDB0011714",608643
"3989","HMDB0011716",608643
"3990","HMDB0011717",176807
"3991","HMDB0011718",114500
"3992","HMDB0011718",601665
"3993","HMDB0011718",176807
"3994","HMDB0011720",176807
"3995","HMDB0011724",114500
"3996","HMDB0011729",176807
"3997","HMDB0011730",176807
"3998","HMDB0011731",114500
"3999","HMDB0011733",114500
"4000","HMDB0011733",219700
"4001","HMDB0011733",176807
"4002","HMDB0011737",114500
"4003","HMDB0011738",266600
"4004","HMDB0011738",181500
"4005","HMDB0011740",176807
"4006","HMDB0011742",176807
"4007","HMDB0011743",610247
"4008","HMDB0011745",114500
"4009","HMDB0011747",114500
"4010","HMDB0011749",114500
"4011","HMDB0011749",266600
"4012","HMDB0011749",167000
"4013","HMDB0011754",176807
"4014","HMDB0011756",114500
"4015","HMDB0011757",114500
"4016","HMDB0012101",601665
"4017","HMDB0012101",610247
"4018","HMDB0012107",601665
"4019","HMDB0012107",610247
"4020","HMDB0012108",610247
"4021","HMDB0012141",114500
"4022","HMDB0012141",250620
"4023","HMDB0012141",277400
"4024","HMDB0012154",114500
"4025","HMDB0012162",168600
"4026","HMDB0012173",601665
"4027","HMDB0012273",114500
"4028","HMDB0012275",209850
"4029","HMDB0012275",266600
"4030","HMDB0012275",143465
"4031","HMDB0012308",114500
"4032","HMDB0012325",114550
"4033","HMDB0012454",261515
"4034","HMDB0012454",214100
"4035","HMDB0012454",215100
"4036","HMDB0012895",604352
"4037","HMDB0012935",104300
"4038","HMDB0012971",266600
"4039","HMDB0013036",209850
"4040","HMDB0013072",604352
"4041","HMDB0013072",168600
"4042","HMDB0013078",114500
"4043","HMDB0013125",601665
"4044","HMDB0013127",114500
"4045","HMDB0013127",231530
"4046","HMDB0013127",250620
"4047","HMDB0013128",243500
"4048","HMDB0013128",601665
"4049","HMDB0013128",610006
"4050","HMDB0013128",610247
"4051","HMDB0013132",601665
"4052","HMDB0013161",601665
"4053","HMDB0013205",601665
"4054","HMDB0013207",601665
"4055","HMDB0013207",231680
"4056","HMDB0013209",114500
"4057","HMDB0013227",201450
"4058","HMDB0013240",114500
"4059","HMDB0013243",114500
"4060","HMDB0013248",219700
"4061","HMDB0013288",601665
"4062","HMDB0013302",114500
"4063","HMDB0013311",201450
"4064","HMDB0013312",201450
"4065","HMDB0013316",212750
"4066","HMDB0013324",601665
"4067","HMDB0013325",616034
"4068","HMDB0013326",601665
"4069","HMDB0013326",231680
"4070","HMDB0013328",601665
"4071","HMDB0013330",601665
"4072","HMDB0013331",601665
"4073","HMDB0013331",610247
"4074","HMDB0013341",601665
"4075","HMDB0013341",610247
"4076","HMDB0013402",610247
"4077","HMDB0013404",601665
"4078","HMDB0013404",610247
"4079","HMDB0013405",601665
"4080","HMDB0013405",610247
"4081","HMDB0013406",601665
"4082","HMDB0013406",610247
"4083","HMDB0013407",601665
"4084","HMDB0013407",610247
"4085","HMDB0013408",601665
"4086","HMDB0013408",610247
"4087","HMDB0013409",181500
"4088","HMDB0013409",601665
"4089","HMDB0013409",610247
"4090","HMDB0013410",601665
"4091","HMDB0013411",601665
"4092","HMDB0013411",610247
"4093","HMDB0013412",601665
"4094","HMDB0013412",610247
"4095","HMDB0013413",601665
"4096","HMDB0013413",610247
"4097","HMDB0013414",601665
"4098","HMDB0013414",610247
"4099","HMDB0013415",601665
"4100","HMDB0013415",610247
"4101","HMDB0013416",610247
"4102","HMDB0013417",601665
"4103","HMDB0013418",601665
"4104","HMDB0013418",610247
"4105","HMDB0013419",601665
"4106","HMDB0013420",601665
"4107","HMDB0013420",610247
"4108","HMDB0013422",601665
"4109","HMDB0013422",610247
"4110","HMDB0013424",601665
"4111","HMDB0013425",601665
"4112","HMDB0013425",610247
"4113","HMDB0013426",601665
"4114","HMDB0013427",601665
"4115","HMDB0013428",601665
"4116","HMDB0013429",601665
"4117","HMDB0013431",601665
"4118","HMDB0013431",610247
"4119","HMDB0013432",601665
"4120","HMDB0013432",610247
"4121","HMDB0013433",601665
"4122","HMDB0013433",610247
"4123","HMDB0013434",601665
"4124","HMDB0013434",610247
"4125","HMDB0013435",601665
"4126","HMDB0013436",601665
"4127","HMDB0013437",601665
"4128","HMDB0013437",610247
"4129","HMDB0013438",601665
"4130","HMDB0013438",610247
"4131","HMDB0013439",601665
"4132","HMDB0013440",601665
"4133","HMDB0013440",610247
"4134","HMDB0013442",601665
"4135","HMDB0013442",610247
"4136","HMDB0013444",601665
"4137","HMDB0013444",610247
"4138","HMDB0013445",601665
"4139","HMDB0013446",601665
"4140","HMDB0013446",610247
"4141","HMDB0013447",601665
"4142","HMDB0013448",601665
"4143","HMDB0013449",601665
"4144","HMDB0013449",610247
"4145","HMDB0013450",601665
"4146","HMDB0013450",610247
"4147","HMDB0013451",601665
"4148","HMDB0013451",610247
"4149","HMDB0013452",601665
"4150","HMDB0013453",601665
"4151","HMDB0013453",610247
"4152","HMDB0013454",601665
"4153","HMDB0013455",601665
"4154","HMDB0013456",601665
"4155","HMDB0013456",610247
"4156","HMDB0013457",601665
"4157","HMDB0013458",601665
"4158","HMDB0013458",610247
"4159","HMDB0013459",601665
"4160","HMDB0013460",601665
"4161","HMDB0013461",601665
"4162","HMDB0013461",610247
"4163","HMDB0013462",601665
"4164","HMDB0013462",610247
"4165","HMDB0013463",601665
"4166","HMDB0013463",610247
"4167","HMDB0013464",601665
"4168","HMDB0013464",610247
"4169","HMDB0013465",601665
"4170","HMDB0013465",610247
"4171","HMDB0013466",601665
"4172","HMDB0013466",610247
"4173","HMDB0013467",601665
"4174","HMDB0013467",610247
"4175","HMDB0013468",610247
"4176","HMDB0013469",601665
"4177","HMDB0013469",610247
"4178","HMDB0013609",114500
"4179","HMDB0013631",114500
"4180","HMDB0013678",114500
"4181","HMDB0013678",610247
"4182","HMDB0013713",114500
"4183","HMDB0013716",114500
"4184","HMDB0013724",104300
"4185","HMDB0013724",126200
"4186","HMDB0013724",168600
"4187","HMDB0013780",209850
"4188","HMDB0013780",212750
"4189","HMDB0013780",266600
"4190","HMDB0013785",266600
"4191","HMDB0013811",266600
"4192","HMDB0013824",212750
"4193","HMDB0013824",266600
"4194","HMDB0013825",209850
"4195","HMDB0014426",114500
"4196","HMDB0014487",114500
"4197","HMDB0015044",114500
"4198","HMDB0015166",114500
"4199","HMDB0015217",219700
"4200","HMDB0015531",604290
"4201","HMDB0015531",177000
"4202","HMDB0015531",235200
"4203","HMDB0015531",245900
"4204","HMDB0015532",126200
"4205","HMDB0015532",168600
"4206","HMDB0015532",145500
"4207","HMDB0015532",194470
"4208","HMDB0015532",104300
"4209","HMDB0015532",201100
"4210","HMDB0028680",114500
"4211","HMDB0028686",114500
"4212","HMDB0028689",114500
"4213","HMDB0028690",114500
"4214","HMDB0028691",114500
"4215","HMDB0028694",114500
"4216","HMDB0028695",114500
"4217","HMDB0028697",114500
"4218","HMDB0028699",114500
"4219","HMDB0028700",114500
"4220","HMDB0028712",114500
"4221","HMDB0028713",114500
"4222","HMDB0028715",114500
"4223","HMDB0028716",114500
"4224","HMDB0028717",114500
"4225","HMDB0028717",601665
"4226","HMDB0028721",114500
"4227","HMDB0028722",114500
"4228","HMDB0028732",266600
"4229","HMDB0028734",114500
"4230","HMDB0028735",114500
"4231","HMDB0028744",114500
"4232","HMDB0028757",114500
"4233","HMDB0028757",266600
"4234","HMDB0028764",114500
"4235","HMDB0028795",114500
"4236","HMDB0028800",114500
"4237","HMDB0028805",266600
"4238","HMDB0028822",114500
"4239","HMDB0028823",114500
"4240","HMDB0028830",114500
"4241","HMDB0028831",114500
"4242","HMDB0028832",114500
"4243","HMDB0028843",219700
"4244","HMDB0028844",114500
"4245","HMDB0028847",114500
"4246","HMDB0028848",114500
"4247","HMDB0028850",219700
"4248","HMDB0028851",114500
"4249","HMDB0028852",114500
"4250","HMDB0028853",114500
"4251","HMDB0028854",114500
"4252","HMDB0028878",114500
"4253","HMDB0028885",114500
"4254","HMDB0028888",114500
"4255","HMDB0028889",114500
"4256","HMDB0028892",114500
"4257","HMDB0028893",114500
"4258","HMDB0028896",114500
"4259","HMDB0028898",114500
"4260","HMDB0028900",114500
"4261","HMDB0028901",114500
"4262","HMDB0028902",114500
"4263","HMDB0028903",114500
"4264","HMDB0028906",114500
"4265","HMDB0028907",114500
"4266","HMDB0028910",114500
"4267","HMDB0028911",114500
"4268","HMDB0028913",114500
"4269","HMDB0028914",114500
"4270","HMDB0028916",114500
"4271","HMDB0028917",114500
"4272","HMDB0028918",114500
"4273","HMDB0028919",114500
"4274","HMDB0028920",114500
"4275","HMDB0028922",114500
"4276","HMDB0028923",114500
"4277","HMDB0028924",114500
"4278","HMDB0028928",114500
"4279","HMDB0028929",114500
"4280","HMDB0028932",114500
"4281","HMDB0028933",114500
"4282","HMDB0028935",114500
"4283","HMDB0028938",114500
"4284","HMDB0028939",114500
"4285","HMDB0028940",114500
"4286","HMDB0028941",114500
"4287","HMDB0028942",114500
"4288","HMDB0028942",601665
"4289","HMDB0028954",114500
"4290","HMDB0028955",114500
"4291","HMDB0028958",114500
"4292","HMDB0028959",114500
"4293","HMDB0028963",114500
"4294","HMDB0028964",114500
"4295","HMDB0028966",114500
"4296","HMDB0028980",114500
"4297","HMDB0028983",114500
"4298","HMDB0028986",114500
"4299","HMDB0028988",114500
"4300","HMDB0028991",114500
"4301","HMDB0028994",114500
"4302","HMDB0028995",114500
"4303","HMDB0028998",114500
"4304","HMDB0029001",114500
"4305","HMDB0029004",114500
"4306","HMDB0029006",114500
"4307","HMDB0029007",114500
"4308","HMDB0029008",114500
"4309","HMDB0029010",114500
"4310","HMDB0029018",219700
"4311","HMDB0029028",114500
"4312","HMDB0029042",114500
"4313","HMDB0029043",114500
"4314","HMDB0029046",114500
"4315","HMDB0029047",114500
"4316","HMDB0029052",114500
"4317","HMDB0029064",114500
"4318","HMDB0029065",114500
"4319","HMDB0029068",114500
"4320","HMDB0029074",114500
"4321","HMDB0029076",114500
"4322","HMDB0029082",114500
"4323","HMDB0029083",114500
"4324","HMDB0029086",114500
"4325","HMDB0029087",114500
"4326","HMDB0029090",114500
"4327","HMDB0029091",114500
"4328","HMDB0029094",114500
"4329","HMDB0029095",114500
"4330","HMDB0029096",114500
"4331","HMDB0029098",114500
"4332","HMDB0029103",114500
"4333","HMDB0029104",114500
"4334","HMDB0029108",114500
"4335","HMDB0029109",114500
"4336","HMDB0029112",114500
"4337","HMDB0029117",114500
"4338","HMDB0029118",114500
"4339","HMDB0029120",114500
"4340","HMDB0029121",114500
"4341","HMDB0029123",114500
"4342","HMDB0029125",114500
"4343","HMDB0029126",114500
"4344","HMDB0029127",114500
"4345","HMDB0029129",114500
"4346","HMDB0029130",114500
"4347","HMDB0029131",114500
"4348","HMDB0029132",114500
"4349","HMDB0029133",114500
"4350","HMDB0029134",114500
"4351","HMDB0029136",114500
"4352","HMDB0029137",114500
"4353","HMDB0029138",114500
"4354","HMDB0029139",114500
"4355","HMDB0029140",114500
"4356","HMDB0029147",266600
"4357","HMDB0029147",181500
"4358","HMDB0029164",125853
"4359","HMDB0029167",266600
"4360","HMDB0029176",125853
"4361","HMDB0029177",125853
"4362","HMDB0029182",125853
"4363","HMDB0029184",125853
"4364","HMDB0029190",125853
"4365","HMDB0029222",605552
"4366","HMDB0029223",114500
"4367","HMDB0029224",114500
"4368","HMDB0029226",125853
"4369","HMDB0029234",125853
"4370","HMDB0029377",114500
"4371","HMDB0029595",266600
"4372","HMDB0029596",209850
"4373","HMDB0029596",212750
"4374","HMDB0029597",266600
"4375","HMDB0029600",266600
"4376","HMDB0029603",266600
"4377","HMDB0029641",266600
"4378","HMDB0029649",114500
"4379","HMDB0029718",212750
"4380","HMDB0029723",114500
"4381","HMDB0029728",266600
"4382","HMDB0029762",266600
"4383","HMDB0029937",114500
"4384","HMDB0029942",114500
"4385","HMDB0029980",209850
"4386","HMDB0030021",114500
"4387","HMDB0030028",209850
"4388","HMDB0030028",266600
"4389","HMDB0030052",212750
"4390","HMDB0030058",209850
"4391","HMDB0030058",212750
"4392","HMDB0030058",266600
"4393","HMDB0030059",212750
"4394","HMDB0030059",266600
"4395","HMDB0030062",266600
"4396","HMDB0030180",114500
"4397","HMDB0030331",209850
"4398","HMDB0030396",610247
"4399","HMDB0030667",114500
"4400","HMDB0030776",114500
"4401","HMDB0030930",212750
"4402","HMDB0031019",212750
"4403","HMDB0031019",266600
"4404","HMDB0031057",114500
"4405","HMDB0031068",114500
"4406","HMDB0031072",114500
"4407","HMDB0031193",114500
"4408","HMDB0031206",266600
"4409","HMDB0031207",209850
"4410","HMDB0031207",266600
"4411","HMDB0031217",209850
"4412","HMDB0031217",212750
"4413","HMDB0031217",266600
"4414","HMDB0031230",209850
"4415","HMDB0031230",114500
"4416","HMDB0031231",212750
"4417","HMDB0031231",266600
"4418","HMDB0031243",266600
"4419","HMDB0031248",209850
"4420","HMDB0031266",212750
"4421","HMDB0031266",266600
"4422","HMDB0031269",212750
"4423","HMDB0031294",266600
"4424","HMDB0031295",212750
"4425","HMDB0031299",212750
"4426","HMDB0031299",266600
"4427","HMDB0031306",248600
"4428","HMDB0031317",266600
"4429","HMDB0031325",161950
"4430","HMDB0031343",266600
"4431","HMDB0031404",181500
"4432","HMDB0031409",212750
"4433","HMDB0031409",266600
"4434","HMDB0031417",209850
"4435","HMDB0031444",212750
"4436","HMDB0031450",266600
"4437","HMDB0031475",212750
"4438","HMDB0031475",266600
"4439","HMDB0031479",209850
"4440","HMDB0031481",209850
"4441","HMDB0031507",212750
"4442","HMDB0031518",114500
"4443","HMDB0031523",209850
"4444","HMDB0031523",266600
"4445","HMDB0031525",212750
"4446","HMDB0031526",212750
"4447","HMDB0031528",266600
"4448","HMDB0031549",266600
"4449","HMDB0031554",114500
"4450","HMDB0031563",212750
"4451","HMDB0031580",209850
"4452","HMDB0031598",266600
"4453","HMDB0031602",181500
"4454","HMDB0031872",266600
