"","accession","categories"
"739","T3D0195","Industrial/WorkplaceToxin"
"740","T3D0195","Pollutant"
"741","T3D0195","SyntheticToxin"
"742","T3D0196","HouseholdToxin"
"743","T3D0196","Industrial/WorkplaceToxin"
"744","T3D0196","Pollutant"
"745","T3D0196","AirbornePollutant"
"746","T3D0196","FoodToxin"
"747","T3D0196","NaturalToxin"
"748","T3D0198","FoodToxin"
"749","T3D0198","NaturalToxin"
"750","T3D0199","CigaretteToxin"
"751","T3D0199","Pesticide"
"752","T3D0199","HouseholdToxin"
"753","T3D0199","Industrial/WorkplaceToxin"
"754","T3D0199","Pollutant"
"755","T3D0199","AirbornePollutant"
"756","T3D0199","FoodToxin"
"757","T3D0199","SyntheticToxin"
"758","T3D0200","Pesticide"
"759","T3D0200","Industrial/WorkplaceToxin"
"760","T3D0200","Pollutant"
"761","T3D0200","AirbornePollutant"
"762","T3D0200","SyntheticToxin"
"763","T3D0207","Pesticide"
"764","T3D0207","Industrial/WorkplaceToxin"
"765","T3D0207","Pollutant"
"766","T3D0207","SyntheticToxin"
"767","T3D0209","Pesticide"
"768","T3D0209","Industrial/WorkplaceToxin"
"769","T3D0209","Pollutant"
"770","T3D0209","FoodToxin"
"771","T3D0209","SyntheticToxin"
"772","T3D0210","HouseholdToxin"
"773","T3D0210","Industrial/WorkplaceToxin"
"774","T3D0210","Pollutant"
"775","T3D0210","AirbornePollutant"
"776","T3D0210","SyntheticToxin"
"777","T3D0211","Industrial/WorkplaceToxin"
"778","T3D0211","FoodToxin"
"779","T3D0211","NaturalToxin"
"780","T3D0212","Pesticide"
"781","T3D0212","FoodToxin"
"782","T3D0212","NaturalToxin"
"783","T3D0213","Industrial/WorkplaceToxin"
"784","T3D0213","Pollutant"
"785","T3D0213","AirbornePollutant"
"786","T3D0213","NaturalToxin"
"787","T3D0214","HouseholdToxin"
"788","T3D0214","Industrial/WorkplaceToxin"
"789","T3D0214","Pollutant"
"790","T3D0214","FoodToxin"
"791","T3D0214","NaturalToxin"
"792","T3D0215","Industrial/WorkplaceToxin"
"793","T3D0215","Pollutant"
"794","T3D0215","AirbornePollutant"
"795","T3D0215","SyntheticToxin"
"796","T3D0216","Pesticide"
"797","T3D0216","HouseholdToxin"
"798","T3D0216","FoodToxin"
"799","T3D0216","NaturalToxin"
"800","T3D0217","Pollutant"
"801","T3D0217","AirbornePollutant"
"802","T3D0217","FoodToxin"
"803","T3D0217","NaturalToxin"
"804","T3D0219","HouseholdToxin"
"805","T3D0219","Industrial/WorkplaceToxin"
"806","T3D0219","Pollutant"
"807","T3D0219","AirbornePollutant"
"808","T3D0219","FoodToxin"
"809","T3D0219","NaturalToxin"
"810","T3D0221","Industrial/WorkplaceToxin"
"811","T3D0221","Pollutant"
"812","T3D0221","AirbornePollutant"
"813","T3D0221","NaturalToxin"
"814","T3D0222","Pesticide"
"815","T3D0222","Pollutant"
"816","T3D0222","AirbornePollutant"
"817","T3D0222","SyntheticToxin"
"818","T3D0223","Pesticide"
"819","T3D0223","Industrial/WorkplaceToxin"
"820","T3D0223","Pollutant"
"821","T3D0223","AirbornePollutant"
"822","T3D0223","FoodToxin"
"823","T3D0223","NaturalToxin"
"824","T3D0224","Drug"
"825","T3D0224","Pesticide"
"826","T3D0224","Pollutant"
"827","T3D0224","AirbornePollutant"
"828","T3D0224","SyntheticToxin"
"829","T3D0225","Pesticide"
"830","T3D0225","SyntheticToxin"
"831","T3D0226","Industrial/WorkplaceToxin"
"832","T3D0226","Pollutant"
"833","T3D0226","FoodToxin"
"834","T3D0226","NaturalToxin"
"835","T3D0229","Pesticide"
"836","T3D0229","HouseholdToxin"
"837","T3D0229","SyntheticToxin"
"838","T3D0230","Industrial/WorkplaceToxin"
"839","T3D0230","Pollutant"
"840","T3D0230","AirbornePollutant"
"841","T3D0230","NaturalToxin"
"842","T3D0232","CigaretteToxin"
"843","T3D0232","Industrial/WorkplaceToxin"
"844","T3D0232","Pollutant"
"845","T3D0232","AirbornePollutant"
"846","T3D0232","FoodToxin"
"847","T3D0232","SyntheticToxin"
"848","T3D0233","Pesticide"
"849","T3D0233","HouseholdToxin"
"850","T3D0233","SyntheticToxin"
"851","T3D0234","Industrial/WorkplaceToxin"
"852","T3D0234","Pollutant"
"853","T3D0234","AirbornePollutant"
"854","T3D0234","SyntheticToxin"
"855","T3D0235","Pesticide"
"856","T3D0235","FoodToxin"
"857","T3D0235","SyntheticToxin"
"858","T3D0237","Pesticide"
"859","T3D0237","SyntheticToxin"
"860","T3D0240","Pesticide"
"861","T3D0240","HouseholdToxin"
"862","T3D0240","Pollutant"
"863","T3D0240","AirbornePollutant"
"864","T3D0240","FoodToxin"
"865","T3D0240","SyntheticToxin"
"866","T3D0241","Pesticide"
"867","T3D0241","Pollutant"
"868","T3D0241","AirbornePollutant"
"869","T3D0241","SyntheticToxin"
"870","T3D0242","Industrial/WorkplaceToxin"
"871","T3D0242","Pollutant"
"872","T3D0242","AirbornePollutant"
"873","T3D0242","SyntheticToxin"
"874","T3D0243","Industrial/WorkplaceToxin"
"875","T3D0243","Pollutant"
"876","T3D0243","AirbornePollutant"
"877","T3D0243","SyntheticToxin"
"878","T3D0244","CigaretteToxin"
"879","T3D0244","HouseholdToxin"
"880","T3D0244","Industrial/WorkplaceToxin"
"881","T3D0244","Pollutant"
"882","T3D0244","AirbornePollutant"
"883","T3D0244","FoodToxin"
"884","T3D0244","NaturalToxin"
"885","T3D0245","HouseholdToxin"
"886","T3D0245","Pollutant"
"887","T3D0245","SyntheticToxin"
"888","T3D0246","Industrial/WorkplaceToxin"
"889","T3D0246","Pollutant"
"890","T3D0246","FoodToxin"
"891","T3D0246","NaturalToxin"
"892","T3D0247","HouseholdToxin"
"893","T3D0247","Industrial/WorkplaceToxin"
"894","T3D0247","Pollutant"
"895","T3D0247","AirbornePollutant"
"896","T3D0247","SyntheticToxin"
"897","T3D0248","Pesticide"
"898","T3D0248","HouseholdToxin"
"899","T3D0248","Industrial/WorkplaceToxin"
"900","T3D0248","Pollutant"
"901","T3D0248","AirbornePollutant"
"902","T3D0248","SyntheticToxin"
"903","T3D0249","Industrial/WorkplaceToxin"
"904","T3D0249","Pollutant"
"905","T3D0249","FoodToxin"
"906","T3D0249","SyntheticToxin"
"907","T3D0252","Industrial/WorkplaceToxin"
"908","T3D0252","Pollutant"
"909","T3D0252","AirbornePollutant"
"910","T3D0252","FoodToxin"
"911","T3D0252","SyntheticToxin"
"912","T3D0253","Industrial/WorkplaceToxin"
"913","T3D0253","Pollutant"
"914","T3D0253","FoodToxin"
"915","T3D0253","NaturalToxin"
"916","T3D0255","HouseholdToxin"
"917","T3D0255","Industrial/WorkplaceToxin"
"918","T3D0255","SyntheticToxin"
"919","T3D0257","Pesticide"
"920","T3D0257","Industrial/WorkplaceToxin"
"921","T3D0257","Pollutant"
"922","T3D0257","AirbornePollutant"
"923","T3D0257","FoodToxin"
"924","T3D0257","SyntheticToxin"
"925","T3D0259","Pesticide"
"926","T3D0259","Industrial/WorkplaceToxin"
"927","T3D0259","Pollutant"
"928","T3D0259","AirbornePollutant"
"929","T3D0259","FoodToxin"
"930","T3D0259","SyntheticToxin"
"931","T3D0261","Industrial/WorkplaceToxin"
"932","T3D0261","Pollutant"
"933","T3D0261","SyntheticToxin"
"934","T3D0264","Pesticide"
"935","T3D0264","SyntheticToxin"
"936","T3D0265","HouseholdToxin"
"937","T3D0265","Industrial/WorkplaceToxin"
"938","T3D0265","SyntheticToxin"
"939","T3D0271","CigaretteToxin"
"940","T3D0271","HouseholdToxin"
"941","T3D0271","Industrial/WorkplaceToxin"
"942","T3D0271","Pollutant"
"943","T3D0271","AirbornePollutant"
"944","T3D0271","FoodToxin"
"945","T3D0271","NaturalToxin"
"946","T3D0275","SyntheticToxin"
"947","T3D0275","Industrial/WorkplaceToxin"
"948","T3D0276","Industrial/WorkplaceToxin"
"949","T3D0276","Pollutant"
"950","T3D0276","AirbornePollutant"
"951","T3D0276","SyntheticToxin"
"952","T3D0277","Industrial/WorkplaceToxin"
"953","T3D0277","Pollutant"
"954","T3D0277","AirbornePollutant"
"955","T3D0277","SyntheticToxin"
"956","T3D0278","Industrial/WorkplaceToxin"
"957","T3D0278","Pollutant"
"958","T3D0278","AirbornePollutant"
"959","T3D0278","SyntheticToxin"
"960","T3D0279","Pesticide"
"961","T3D0279","Pollutant"
"962","T3D0279","AirbornePollutant"
"963","T3D0279","SyntheticToxin"
"964","T3D0282","Pesticide"
"965","T3D0282","Pollutant"
"966","T3D0282","AirbornePollutant"
"967","T3D0282","FoodToxin"
"968","T3D0282","SyntheticToxin"
"969","T3D0285","Pesticide"
"970","T3D0285","Pollutant"
"971","T3D0285","AirbornePollutant"
"972","T3D0285","SyntheticToxin"
"973","T3D0286","Industrial/WorkplaceToxin"
"974","T3D0286","Pollutant"
"975","T3D0286","AirbornePollutant"
"976","T3D0286","SyntheticToxin"
"977","T3D0286","Pesticide"
"978","T3D0287","Industrial/WorkplaceToxin"
"979","T3D0287","Pollutant"
"980","T3D0287","AirbornePollutant"
"981","T3D0287","SyntheticToxin"
"982","T3D0288","Pesticide"
"983","T3D0288","Pollutant"
"984","T3D0288","AirbornePollutant"
"985","T3D0288","SyntheticToxin"
"986","T3D0289","Pesticide"
"987","T3D0289","Pollutant"
"988","T3D0289","AirbornePollutant"
"989","T3D0289","NaturalToxin"
"990","T3D0290","Industrial/WorkplaceToxin"
"991","T3D0290","Pollutant"
"992","T3D0290","AirbornePollutant"
"993","T3D0290","SyntheticToxin"
"994","T3D0292","Pesticide"
"995","T3D0292","Industrial/WorkplaceToxin"
"996","T3D0292","Pollutant"
"997","T3D0292","AirbornePollutant"
"998","T3D0292","SyntheticToxin"
"999","T3D0293","Industrial/WorkplaceToxin"
"1000","T3D0293","Pollutant"
"1001","T3D0293","AirbornePollutant"
"1002","T3D0293","SyntheticToxin"
"1003","T3D0294","Pesticide"
"1004","T3D0294","Pollutant"
"1005","T3D0294","AirbornePollutant"
"1006","T3D0294","FoodToxin"
"1007","T3D0294","SyntheticToxin"
"1008","T3D0296","Pesticide"
"1009","T3D0296","Pollutant"
"1010","T3D0296","AirbornePollutant"
"1011","T3D0296","SyntheticToxin"
"1012","T3D0297","Pesticide"
"1013","T3D0297","Industrial/WorkplaceToxin"
"1014","T3D0297","Pollutant"
"1015","T3D0297","AirbornePollutant"
"1016","T3D0297","SyntheticToxin"
"1017","T3D0298","Industrial/WorkplaceToxin"
"1018","T3D0298","Pollutant"
"1019","T3D0298","AirbornePollutant"
"1020","T3D0298","SyntheticToxin"
"1021","T3D0299","Pesticide"
"1022","T3D0299","Pollutant"
"1023","T3D0299","AirbornePollutant"
"1024","T3D0299","SyntheticToxin"
"1025","T3D0300","Industrial/WorkplaceToxin"
"1026","T3D0300","SyntheticToxin"
"1027","T3D0301","AnimalToxin"
"1028","T3D0301","FoodToxin"
"1029","T3D0301","NaturalToxin"
"1030","T3D0302","AnimalToxin"
"1031","T3D0302","FoodToxin"
"1032","T3D0302","NaturalToxin"
"1033","T3D0303","AnimalToxin"
"1034","T3D0303","NaturalToxin"
"1035","T3D0304","AnimalToxin"
"1036","T3D0304","NaturalToxin"
"1037","T3D0305","Industrial/WorkplaceToxin"
"1038","T3D0305","NaturalToxin"
"1039","T3D0308","Pesticide"
"1040","T3D0308","SyntheticToxin"
"1041","T3D0309","Pesticide"
"1042","T3D0309","HouseholdToxin"
"1043","T3D0309","SyntheticToxin"
"1044","T3D0310","Industrial/WorkplaceToxin"
"1045","T3D0310","SyntheticToxin"
"1046","T3D0311","Industrial/WorkplaceToxin"
"1047","T3D0311","FoodToxin"
"1048","T3D0311","SyntheticToxin"
"1049","T3D0312","SyntheticToxin"
"1050","T3D0313","Industrial/WorkplaceToxin"
"1051","T3D0313","FoodToxin"
"1052","T3D0313","SyntheticToxin"
"1053","T3D0314","SyntheticToxin"
"1054","T3D0315","FoodToxin"
"1055","T3D0315","SyntheticToxin"
"1056","T3D0316","Industrial/WorkplaceToxin"
"1057","T3D0316","FoodToxin"
"1058","T3D0316","SyntheticToxin"
"1059","T3D0317","Pesticide"
"1060","T3D0317","HouseholdToxin"
"1061","T3D0317","SyntheticToxin"
"1062","T3D0318","Industrial/WorkplaceToxin"
"1063","T3D0318","SyntheticToxin"
"1064","T3D0319","HouseholdToxin"
"1065","T3D0319","Industrial/WorkplaceToxin"
"1066","T3D0319","Pollutant"
"1067","T3D0319","AirbornePollutant"
"1068","T3D0319","SyntheticToxin"
"1069","T3D0320","Pesticide"
"1070","T3D0320","Pollutant"
"1071","T3D0320","AirbornePollutant"
"1072","T3D0320","SyntheticToxin"
"1073","T3D0321","Industrial/WorkplaceToxin"
"1074","T3D0321","Pollutant"
"1075","T3D0321","AirbornePollutant"
"1076","T3D0321","SyntheticToxin"
"1077","T3D0322","Pollutant"
"1078","T3D0322","AirbornePollutant"
"1079","T3D0322","SyntheticToxin"
"1080","T3D0323","Industrial/WorkplaceToxin"
"1081","T3D0323","Pollutant"
"1082","T3D0323","AirbornePollutant"
"1083","T3D0323","NaturalToxin"
"1084","T3D0324","Industrial/WorkplaceToxin"
"1085","T3D0324","Pollutant"
"1086","T3D0324","AirbornePollutant"
"1087","T3D0324","SyntheticToxin"
"1088","T3D0325","Industrial/WorkplaceToxin"
"1089","T3D0325","Pollutant"
"1090","T3D0325","AirbornePollutant"
"1091","T3D0325","SyntheticToxin"
"1092","T3D0326","Industrial/WorkplaceToxin"
"1093","T3D0326","Pollutant"
"1094","T3D0326","AirbornePollutant"
"1095","T3D0326","SyntheticToxin"
"1096","T3D0327","Industrial/WorkplaceToxin"
"1097","T3D0327","Pollutant"
"1098","T3D0327","AirbornePollutant"
"1099","T3D0327","SyntheticToxin"
"1100","T3D0328","Pollutant"
"1101","T3D0328","AirbornePollutant"
"1102","T3D0328","SyntheticToxin"
"1103","T3D0329","Pesticide"
"1104","T3D0329","Pollutant"
"1105","T3D0329","AirbornePollutant"
"1106","T3D0329","SyntheticToxin"
"1107","T3D0330","Industrial/WorkplaceToxin"
"1108","T3D0330","Pollutant"
"1109","T3D0330","AirbornePollutant"
"1110","T3D0330","NaturalToxin"
"1111","T3D0331","HouseholdToxin"
"1112","T3D0331","Industrial/WorkplaceToxin"
"1113","T3D0331","Pollutant"
"1114","T3D0331","AirbornePollutant"
"1115","T3D0331","NaturalToxin"
"1116","T3D0332","Industrial/WorkplaceToxin"
"1117","T3D0332","Pollutant"
"1118","T3D0332","AirbornePollutant"
"1119","T3D0332","NaturalToxin"
"1120","T3D0333","Industrial/WorkplaceToxin"
"1121","T3D0333","Pollutant"
"1122","T3D0333","AirbornePollutant"
"1123","T3D0333","SyntheticToxin"
"1124","T3D0334","Industrial/WorkplaceToxin"
"1125","T3D0334","Pollutant"
"1126","T3D0334","AirbornePollutant"
"1127","T3D0334","SyntheticToxin"
"1128","T3D0335","HouseholdToxin"
"1129","T3D0335","Industrial/WorkplaceToxin"
"1130","T3D0335","Pollutant"
"1131","T3D0335","AirbornePollutant"
"1132","T3D0335","NaturalToxin"
"1133","T3D0336","HouseholdToxin"
"1134","T3D0336","Industrial/WorkplaceToxin"
"1135","T3D0336","Pollutant"
"1136","T3D0336","AirbornePollutant"
"1137","T3D0336","NaturalToxin"
"1138","T3D0337","Industrial/WorkplaceToxin"
"1139","T3D0337","Pollutant"
"1140","T3D0337","AirbornePollutant"
"1141","T3D0337","SyntheticToxin"
"1142","T3D0338","Industrial/WorkplaceToxin"
"1143","T3D0338","Pollutant"
"1144","T3D0338","AirbornePollutant"
"1145","T3D0338","SyntheticToxin"
"1146","T3D0340","Industrial/WorkplaceToxin"
"1147","T3D0340","Pollutant"
"1148","T3D0340","AirbornePollutant"
"1149","T3D0340","SyntheticToxin"
"1150","T3D0341","Industrial/WorkplaceToxin"
"1151","T3D0341","Pollutant"
"1152","T3D0341","AirbornePollutant"
"1153","T3D0341","NaturalToxin"
"1154","T3D0342","Industrial/WorkplaceToxin"
"1155","T3D0342","Pollutant"
"1156","T3D0342","AirbornePollutant"
"1157","T3D0342","NaturalToxin"
"1158","T3D0343","Industrial/WorkplaceToxin"
"1159","T3D0343","Pollutant"
"1160","T3D0343","AirbornePollutant"
"1161","T3D0343","NaturalToxin"
"1162","T3D0344","Pesticide"
"1163","T3D0344","Pollutant"
"1164","T3D0344","AirbornePollutant"
"1165","T3D0344","SyntheticToxin"
"1166","T3D0345","Industrial/WorkplaceToxin"
"1167","T3D0345","Pollutant"
"1168","T3D0345","AirbornePollutant"
"1169","T3D0345","SyntheticToxin"
"1170","T3D0346","Industrial/WorkplaceToxin"
"1171","T3D0346","Pollutant"
"1172","T3D0346","AirbornePollutant"
"1173","T3D0346","SyntheticToxin"
"1174","T3D0347","Industrial/WorkplaceToxin"
"1175","T3D0347","Pollutant"
"1176","T3D0347","AirbornePollutant"
"1177","T3D0347","SyntheticToxin"
"1178","T3D0348","Industrial/WorkplaceToxin"
"1179","T3D0348","Pollutant"
"1180","T3D0348","AirbornePollutant"
"1181","T3D0348","SyntheticToxin"
"1182","T3D0349","Industrial/WorkplaceToxin"
"1183","T3D0349","Pollutant"
"1184","T3D0349","AirbornePollutant"
"1185","T3D0349","SyntheticToxin"
"1186","T3D0350","Industrial/WorkplaceToxin"
"1187","T3D0350","Pollutant"
"1188","T3D0350","AirbornePollutant"
"1189","T3D0350","NaturalToxin"
"1190","T3D0351","Industrial/WorkplaceToxin"
"1191","T3D0351","Pollutant"
"1192","T3D0351","AirbornePollutant"
"1193","T3D0351","SyntheticToxin"
"1194","T3D0352","Industrial/WorkplaceToxin"
"1195","T3D0352","Pollutant"
"1196","T3D0352","AirbornePollutant"
"1197","T3D0352","NaturalToxin"
"1198","T3D0353","Industrial/WorkplaceToxin"
"1199","T3D0353","Pollutant"
"1200","T3D0353","AirbornePollutant"
"1201","T3D0353","SyntheticToxin"
"1202","T3D0354","Industrial/WorkplaceToxin"
"1203","T3D0354","Pollutant"
"1204","T3D0354","AirbornePollutant"
"1205","T3D0354","SyntheticToxin"
"1206","T3D0355","Industrial/WorkplaceToxin"
"1207","T3D0355","Pollutant"
"1208","T3D0355","AirbornePollutant"
"1209","T3D0355","SyntheticToxin"
"1210","T3D0356","Industrial/WorkplaceToxin"
"1211","T3D0356","Pollutant"
"1212","T3D0356","AirbornePollutant"
"1213","T3D0356","SyntheticToxin"
"1214","T3D0357","Industrial/WorkplaceToxin"
"1215","T3D0357","Pollutant"
"1216","T3D0357","AirbornePollutant"
"1217","T3D0357","SyntheticToxin"
"1218","T3D0358","Industrial/WorkplaceToxin"
"1219","T3D0358","Pollutant"
"1220","T3D0358","AirbornePollutant"
"1221","T3D0358","SyntheticToxin"
"1222","T3D0360","Pesticide"
"1223","T3D0360","Pollutant"
"1224","T3D0360","AirbornePollutant"
"1225","T3D0360","SyntheticToxin"
"1226","T3D0361","Industrial/WorkplaceToxin"
"1227","T3D0361","Pollutant"
"1228","T3D0361","AirbornePollutant"
"1229","T3D0361","SyntheticToxin"
"1230","T3D0362","Industrial/WorkplaceToxin"
"1231","T3D0362","Pollutant"
"1232","T3D0362","AirbornePollutant"
"1233","T3D0362","SyntheticToxin"
"1234","T3D0363","Industrial/WorkplaceToxin"
"1235","T3D0363","Pollutant"
"1236","T3D0363","AirbornePollutant"
"1237","T3D0363","SyntheticToxin"
"1238","T3D0364","Industrial/WorkplaceToxin"
"1239","T3D0364","Pollutant"
"1240","T3D0364","AirbornePollutant"
"1241","T3D0364","SyntheticToxin"
"1242","T3D0367","Industrial/WorkplaceToxin"
"1243","T3D0367","Pollutant"
"1244","T3D0367","AirbornePollutant"
"1245","T3D0367","SyntheticToxin"
"1246","T3D0368","Industrial/WorkplaceToxin"
"1247","T3D0368","Pollutant"
"1248","T3D0368","AirbornePollutant"
"1249","T3D0368","SyntheticToxin"
"1250","T3D0369","Industrial/WorkplaceToxin"
"1251","T3D0369","Pollutant"
"1252","T3D0369","AirbornePollutant"
"1253","T3D0369","SyntheticToxin"
"1254","T3D0370","Pesticide"
"1255","T3D0370","Pollutant"
"1256","T3D0370","AirbornePollutant"
"1257","T3D0370","NaturalToxin"
"1258","T3D0371","Industrial/WorkplaceToxin"
"1259","T3D0371","Pollutant"
"1260","T3D0371","AirbornePollutant"
"1261","T3D0371","SyntheticToxin"
"1262","T3D0372","Industrial/WorkplaceToxin"
"1263","T3D0372","Pollutant"
"1264","T3D0372","AirbornePollutant"
"1265","T3D0372","SyntheticToxin"
"1266","T3D0373","Industrial/WorkplaceToxin"
"1267","T3D0373","Pollutant"
"1268","T3D0373","AirbornePollutant"
"1269","T3D0373","SyntheticToxin"
"1270","T3D0374","Industrial/WorkplaceToxin"
"1271","T3D0374","Pollutant"
"1272","T3D0374","AirbornePollutant"
"1273","T3D0374","SyntheticToxin"
"1274","T3D0375","Industrial/WorkplaceToxin"
"1275","T3D0375","Pollutant"
"1276","T3D0375","AirbornePollutant"
"1277","T3D0375","SyntheticToxin"
"1278","T3D0376","Industrial/WorkplaceToxin"
"1279","T3D0376","Pollutant"
"1280","T3D0376","AirbornePollutant"
"1281","T3D0376","SyntheticToxin"
"1282","T3D0377","Industrial/WorkplaceToxin"
"1283","T3D0377","Pollutant"
"1284","T3D0377","AirbornePollutant"
"1285","T3D0377","SyntheticToxin"
"1286","T3D0378","Industrial/WorkplaceToxin"
"1287","T3D0378","Pollutant"
"1288","T3D0378","AirbornePollutant"
"1289","T3D0378","SyntheticToxin"
"1290","T3D0380","Industrial/WorkplaceToxin"
"1291","T3D0380","Pollutant"
"1292","T3D0380","AirbornePollutant"
"1293","T3D0380","SyntheticToxin"
"1294","T3D0381","Industrial/WorkplaceToxin"
"1295","T3D0381","Pollutant"
"1296","T3D0381","AirbornePollutant"
"1297","T3D0381","SyntheticToxin"
"1298","T3D0382","HouseholdToxin"
"1299","T3D0382","Industrial/WorkplaceToxin"
"1300","T3D0382","Pollutant"
"1301","T3D0382","AirbornePollutant"
"1302","T3D0382","NaturalToxin"
"1303","T3D0383","Pesticide"
"1304","T3D0383","Pollutant"
"1305","T3D0383","AirbornePollutant"
"1306","T3D0383","SyntheticToxin"
"1307","T3D0384","Industrial/WorkplaceToxin"
"1308","T3D0384","Pollutant"
"1309","T3D0384","AirbornePollutant"
"1310","T3D0384","NaturalToxin"
"1311","T3D0386","HouseholdToxin"
"1312","T3D0386","Industrial/WorkplaceToxin"
"1313","T3D0386","Pollutant"
"1314","T3D0386","AirbornePollutant"
"1315","T3D0386","NaturalToxin"
"1316","T3D0387","Industrial/WorkplaceToxin"
"1317","T3D0387","Pollutant"
"1318","T3D0387","AirbornePollutant"
"1319","T3D0387","SyntheticToxin"
"1320","T3D0388","Industrial/WorkplaceToxin"
"1321","T3D0388","Pollutant"
"1322","T3D0388","AirbornePollutant"
"1323","T3D0388","SyntheticToxin"
"1324","T3D0389","Industrial/WorkplaceToxin"
"1325","T3D0389","Pollutant"
"1326","T3D0389","AirbornePollutant"
"1327","T3D0389","FoodToxin"
"1328","T3D0389","NaturalToxin"
"1329","T3D0390","Industrial/WorkplaceToxin"
"1330","T3D0390","Pollutant"
"1331","T3D0390","AirbornePollutant"
"1332","T3D0390","PolychlorinatedBiphenyl"
"1333","T3D0390","SyntheticToxin"
"1334","T3D0391","Industrial/WorkplaceToxin"
"1335","T3D0391","Pollutant"
"1336","T3D0391","AirbornePollutant"
